,Company.Name,Date,Group.1,Group.2,PR_AVG_Tone,PR_LM_Tone,PR_LIWC_Tone,PR_DIC_Tone,PR_H06_Tone,PR_H08_Tone,MA_AVG_Tone,MA_LM_Tone,MA_LIWC_Tone,MA_DIC_Tone,MA_H06_Tone,MA_H08_Tone
5039,MATALAN DEAD - 22/12/06,09/05/2000,MATALAN DEAD - 22/12/06,09/05/2000,0.750063473,0.342857143,0.88961039,0.739130435,0.889830509,0.888888889,0.842857143,1,0.714285714,0.5,1,1
6100,RANDGOLD RESOURCES,09/05/2000,RANDGOLD RESOURCES,09/05/2000,0.475515334,0.076923077,0.365079365,0.523809524,0.705882353,0.705882353,0.264598147,0,0.428571429,0.176470588,0.384615385,0.333333333
6731,SAGE GROUP,09/05/2000,SAGE GROUP,09/05/2000,0.794368476,0.307017544,0.952380953,0.886363637,0.913580247,0.9125,0.8,0,1,1,1,1
1551,BRITISH ENERGY DEAD - DELIST 21/10/04,10/05/2000,BRITISH ENERGY DEAD - DELIST 21/10/04,10/05/2000,0.276931058,-0.163729606,0.748161056,0.236315423,0.28263136,0.281277056,-0.329739164,-0.567567568,-0.022222222,-0.47826087,-0.290322581,-0.290322581
1577,BRITISH SKY BCAST.GROUP,10/05/2000,BRITISH SKY BCAST.GROUP,10/05/2000,0.489493681,0.176470588,0.548387097,0.03030303,0.846153846,0.846153846,0.516883117,-0.142857143,0.727272727,0,1,1
1656,BROWN (N) GROUP,10/05/2000,BROWN (N) GROUP,10/05/2000,0.760025324,0.295180723,0.923076923,0.802469136,0.890510949,0.888888889,1,1,1,1,1,1
956,BG GROUP,11/05/2000,BG GROUP,11/05/2000,0.054574206,-0.376575133,0.65574285,0.039187157,-0.022741921,-0.022741921,0.268095238,-0.464285715,0.9,0.333333334,0.3,0.271428572
2323,COLT GROUP,11/05/2000,COLT GROUP,11/05/2000,0.319568037,-0.186046512,0.611374408,0.079365079,0.55,0.543147208,0.311766191,-0.033333334,0.191919192,-0.070588236,0.7375,0.733333334
4647,KELLER,11/05/2000,KELLER,11/05/2000,0.869230769,1,0.846153846,1,0.75,0.75,0.681746032,0.333333333,0.75,0.833333333,0.777777778,0.714285714
4686,KINGFISHER,11/05/2000,KINGFISHER,11/05/2000,0.719607843,1,0.333333333,0.764705882,0.75,0.75,0.662654137,0.4,0.741935484,0.607843137,0.785714286,0.777777778
1890,CABLE & WIRELESS COMMS.,12/05/2000,CABLE & WIRELESS COMMS.,12/05/2000,0.1,0.333333333,0.5,-0.333333333,0,0,0.314619883,-0.2,0.684210526,0.2,0.444444444,0.444444444
6155,RECKITT BENCKISER GROUP,12/05/2000,RECKITT BENCKISER GROUP,12/05/2000,0.524281951,0.363636364,0.584158416,0.491525424,0.582089552,0.6,0.625671108,0.5,0.702380952,0.560386474,0.667582418,0.698005698
6445,RM,15/05/2000,RM,15/05/2000,0.778453697,0.342105263,0.929824562,0.835616439,0.895833334,0.888888889,0.681352741,0.473544974,0.907407407,0.685185185,0.683068783,0.657557355
1109,BOC GROUP DEAD - 05/09/06,16/05/2000,BOC GROUP DEAD - 05/09/06,16/05/2000,0.722612365,0.233333334,0.914893617,0.763636364,0.852459017,0.848739496,0.336124864,0.054545455,0.456140351,0.277777778,0.375494072,0.516666667
1188,BOOKHAM TECHNOLOGY DEAD - DEAD 13/09/04,16/05/2000,BOOKHAM TECHNOLOGY DEAD - DEAD 13/09/04,16/05/2000,0.242596519,0.033620451,0.280776699,0.092391304,0.400115712,0.406078432,0.341818182,-0.2,0,-0.090909091,1,1
1891,CABLE & WIRELESS COMMS.,16/05/2000,CABLE & WIRELESS COMMS.,16/05/2000,0.936556064,0.894736842,0.913043478,0.875,1,1,0.181762478,-0.642857143,0.516746412,-0.26724138,0.657142857,0.645021645
3067,ENERGIS DEAD - DEAD 16/07/02,16/05/2000,ENERGIS DEAD - DEAD 16/07/02,16/05/2000,0.321806897,-0.01010101,0.512820513,-0.173076923,0.644171779,0.635220126,0.547365081,0.297049442,0.727525253,0.193732194,0.748148148,0.770370371
3283,FIRST GROUP,16/05/2000,FIRST GROUP,16/05/2000,0.519203019,0.161448839,0.860632046,0.385748792,0.594983665,0.593201754,0.739770836,0.35,0.774193549,0.574660634,1,1
1892,CABLE & WIRELESS COMMS.,17/05/2000,CABLE & WIRELESS COMMS.,17/05/2000,0.535346165,0.172038624,0.807624418,0.52637486,0.586365615,0.584327305,0.584971132,0.177089783,0.644830918,0.591025641,0.747484368,0.764424951
2359,COMPASS GROUP,17/05/2000,COMPASS GROUP,17/05/2000,0.8,0,1,1,1,1,0.797802198,0.142857143,1,0.846153846,1,1
2659,DE VERE GROUP DEAD - 07/09/06,17/05/2000,DE VERE GROUP DEAD - 07/09/06,17/05/2000,0.599176386,-0.007575758,0.871345029,0.741176471,0.696721312,0.694214876,0.16974359,-0.384615385,0.733333333,0.5,0,0
4445,ITV,17/05/2000,ITV,17/05/2000,0.766734334,0.333333334,0.915492958,0.852459017,0.86875,0.863636364,0.797802198,0.142857143,1,0.846153846,1,1
7127,SKYEPHARMA,17/05/2000,SKYEPHARMA,17/05/2000,-0.033907747,-0.305531729,0.159982745,-0.292164714,0.136208651,0.131966312,0.434177489,0.125,0.6,0.142857143,0.666666667,0.636363636
4066,HOWDEN JOINERY GP.,18/05/2000,HOWDEN JOINERY GP.,18/05/2000,0.704374176,0.8,0.833333333,0.652173913,0.636363636,0.6,0.119442876,-0.333333333,0.428571429,-0.043478261,0.272727273,0.272727273
5332,MORRISON(WM)SPMKTS.,18/05/2000,MORRISON(WM)SPMKTS.,18/05/2000,0.393778716,-0.189655173,0.888888889,0.633333334,0.32,0.316326531,0.25953235,0.026666667,0.425253456,0.10877193,0.368484849,0.368484849
1423,BRITISH AIRWAYS DEAD - EX.INTO 74190D,23/05/2000,BRITISH AIRWAYS DEAD - EX.INTO 74190D,23/05/2000,0.647799231,0.306878307,0.841059603,0.496855346,0.797101449,0.797101449,0.492188971,0.090909091,0.47826087,0.272727273,0.80952381,0.80952381
2640,DE LA RUE,23/05/2000,DE LA RUE,23/05/2000,0.63551009,0.107843138,0.829059829,0.679347826,0.781395349,0.779904306,0.749350649,0.428571429,0.818181818,0.5,1,1
3903,HEADLAM GROUP,23/05/2000,HEADLAM GROUP,23/05/2000,0.58,0.2,1,0.5,0.6,0.6,0.883636364,0.6,0.818181818,1,1,1
4057,HOMESERVE,23/05/2000,HOMESERVE,23/05/2000,0.753962852,0.3125,0.888888889,0.870967742,0.85,0.847457627,0.876923077,1,1,1,0.692307692,0.692307692
4147,IMAGINATION TECHNOLOGIES,23/05/2000,IMAGINATION TECHNOLOGIES,23/05/2000,0.714749563,0.652173913,0.805970149,0.523809524,0.797979798,0.793814433,0.545860806,0.2,0.619047619,0.384615385,0.692307692,0.833333333
4894,MARKS & SPENCER GROUP,23/05/2000,MARKS & SPENCER GROUP,23/05/2000,0.587094075,0.179125781,0.784434452,0.496010638,0.738938053,0.736961451,0.433082899,0.02631579,0.512169312,0.771428572,0.427750411,0.427750411
5490,NATIONAL GRID,23/05/2000,NATIONAL GRID,23/05/2000,0.668614354,0.178832117,0.901273886,0.617647059,0.825174825,0.820143885,0.462460317,0.142857143,0.722222222,0.222222222,0.625,0.6
6361,RIO TINTO,24/05/2000,RIO TINTO,24/05/2000,-0.2,-1,1,1,-1,-1,-0.350153846,-0.52,-0.333333333,-0.666666667,-0.230769231,0
7229,SOMERFIELD DEAD - DELIST 21/12/05,24/05/2000,SOMERFIELD DEAD - DELIST 21/12/05,24/05/2000,0.15001665,-0.285714286,0.428571429,0.363636364,0.076923077,0.166666667,0.258181818,0.6,0.6,1,-0.454545455,-0.454545455
5523,NEW LOOK DEAD - DELIST 07/04/04,25/05/2000,NEW LOOK DEAD - DELIST 07/04/04,25/05/2000,0.729216819,0.21875,0.902439025,0.695652174,0.915662651,0.913580247,0.634411765,0.4,0.647058824,0.625,0.75,0.75
5800,PENNON GROUP,25/05/2000,PENNON GROUP,25/05/2000,0.635246474,0.212121212,0.860215054,0.571428572,0.766233766,0.766233766,0.410793651,0.111111111,1,0.142857143,0.4,0.4
5935,PREMIER FARNELL,25/05/2000,PREMIER FARNELL,25/05/2000,0.625440731,0.464285714,0.793814433,0.428571429,0.722222222,0.718309859,0.74404615,0.766233766,0.941176471,0.833333334,0.58974359,0.58974359
8156,UNITED UTILITIES GROUP,25/05/2000,UNITED UTILITIES GROUP,25/05/2000,0.686900304,0.208333334,0.885,0.720930233,0.811320755,0.808917198,0.430827068,0.166666667,0.285714286,0.333333333,0.684210526,0.684210526
2976,ELECTROCOMP.,31/05/2000,ELECTROCOMP.,31/05/2000,0.652094576,0.430232558,0.739495798,0.680555556,0.706766917,0.703422053,0.686466165,0.5,0.789473684,1,0.571428571,0.571428571
4392,INVENSYS,31/05/2000,INVENSYS,31/05/2000,0.488823226,0.020875884,0.777030812,0.419105691,0.614231602,0.612872143,0.165368689,-0.242753623,0.374358975,-0.171428572,0.433333334,0.433333334
6756,SAINSBURY (J),31/05/2000,SAINSBURY (J),31/05/2000,0.68824351,0.20754717,0.901345292,0.787234043,0.7734375,0.771653544,-0.546666667,-0.6,0.2,-1,-0.666666667,-0.666666667
7346,SSE,31/05/2000,SSE,31/05/2000,0.654414319,0.111111111,0.845070423,0.690476191,0.813333334,0.812080537,0.567365967,0.230769231,0.666666667,0.666666667,0.636363636,0.636363636
3321,FKI DEAD - EX.INTO 27922U,01/06/2000,FKI DEAD - EX.INTO 27922U,01/06/2000,0.75350647,0.252,0.931707317,0.872727273,0.858638744,0.852459017,0.665897436,0,0.846153846,1,0.75,0.733333333
5899,PILKINGTON DEAD - 16/06/06,01/06/2000,PILKINGTON DEAD - 16/06/06,01/06/2000,0.586493513,0.063218391,0.789699571,0.5,0.79245283,0.787096774,0.665607243,0.283950617,0.701330532,0.695402299,0.818732194,0.828620571
7058,SIGNET GROUP DEAD - EX.INTO 54060C,01/06/2000,SIGNET GROUP DEAD - EX.INTO 54060C,01/06/2000,0.192825565,-0.142857143,0.517241379,-0.066666667,0.323076923,0.333333333,0.504118104,0,0.555555556,0.636363636,0.692307692,0.636363636
5776,PENINSULAR & OR.STM.NAV DEAD - 09/03/06,02/06/2000,PENINSULAR & OR.STM.NAV DEAD - 09/03/06,02/06/2000,0.571500451,0.785714286,0.489361702,0.217391304,0.672727273,0.692307692,0.594675325,0.6,0.75,0.714285714,0.454545455,0.454545455
684,BAA DEAD - 15/08/06,05/06/2000,BAA DEAD - 15/08/06,05/06/2000,0.627713755,0.114754099,0.87007874,0.68292683,0.736434109,0.734375,0.380225194,0.138888889,0.638888889,0.373205742,0.362962963,0.387179488
6940,SEVERN TRENT,05/06/2000,SEVERN TRENT,05/06/2000,0.721900924,0.169172933,0.901960785,0.7625,0.890625,0.885245902,0.030376702,-0.549019608,0.507142857,-0.314285715,0.287356322,0.220689655
7366,SSL INTERNATIONAL DEAD - 29/11/10,06/06/2000,SSL INTERNATIONAL DEAD - 29/11/10,06/06/2000,0.584229175,0.040322581,0.789156627,0.5,0.8,0.791666667,0.59,0.366666667,0.683333334,0.3,0.8,0.8
8363,VOLEX,06/06/2000,VOLEX,06/06/2000,0.737066837,0.268421053,0.889908257,0.844036697,0.842592593,0.840375587,0.724561403,0.333333333,0.5,1,0.894736842,0.894736842
1761,BTG,07/06/2000,BTG,07/06/2000,0.623810346,0.445255474,0.708920188,0.317829457,0.824561404,0.822485207,0.45,0,0.25,0,1,1
2560,DAIRY CREST,07/06/2000,DAIRY CREST,07/06/2000,0.742564661,0.30625,0.912751678,0.81300813,0.845132744,0.835680751,0.133333333,-1,1,0,0.333333333,0.333333333
4849,LONMIN,07/06/2000,LONMIN,07/06/2000,-0.1,0,0.5,0,-0.5,-0.5,0.297134067,-0.05,0.56875,-0.338383839,0.623931624,0.681372549
606,ATKINS (WS),08/06/2000,ATKINS (WS),08/06/2000,0.58104109,0.261466893,0.859428661,0.625589226,0.580942895,0.577777778,0.9,1,1,0.5,1,1
2529,DAILY MAIL 'A',08/06/2000,DAILY MAIL 'A',08/06/2000,0.605977451,0.036231884,0.849056604,0.616666667,0.765432099,0.7625,0.534079254,0.333333333,0.846153846,0.4,0.545454545,0.545454545
4563,JOHNSON MATTHEY,08/06/2000,JOHNSON MATTHEY,08/06/2000,0.690743399,0.12195122,0.890410959,0.703296704,0.870588236,0.86746988,0.737544291,0.7,0.84,0.555555556,0.806451613,0.785714286
7525,TATE & LYLE,08/06/2000,TATE & LYLE,08/06/2000,0.505105714,0.117598344,0.827160494,0.297101449,0.641025641,0.642642643,-0.019890906,-0.025641026,0.475362319,-0.171428572,-0.125,-0.252747253
2414,CORDIANT COMMS.GP. DEAD - DEAD 16/07/03,13/06/2000,CORDIANT COMMS.GP. DEAD - DEAD 16/07/03,13/06/2000,1,1,1,1,1,1,0.066666667,-0.333333333,0.5,-0.5,0.333333333,0.333333333
8263,VICTREX,13/06/2000,VICTREX,13/06/2000,0.654209861,0.153846154,0.869565218,0.677419355,0.786885246,0.783333334,0.639360285,0.083333333,0.8,0.647058824,0.837837838,0.828571429
7402,STAGECOACH GROUP,14/06/2000,STAGECOACH GROUP,14/06/2000,0.571336111,0.078067633,0.867667643,0.594448374,0.660406786,0.656090121,0.118730159,-0.2,0.555555556,-0.047619048,0.142857143,0.142857143
7666,TESCO,15/06/2000,TESCO,15/06/2000,1,1,1,1,1,1,0.501340405,-0.012759171,0.479254079,0.542727787,0.75,0.747479331
705,BABCOCK INTL.,19/06/2000,BABCOCK INTL.,19/06/2000,0.69044551,0.244680851,0.818791947,0.676056338,0.857142857,0.855555556,0.431647816,0.054232804,0.525510204,0.31006865,0.63875,0.62967742
1222,BP,20/06/2000,BP,20/06/2000,0.196190476,1,-0.333333333,0.6,-0.142857143,-0.142857143,0.24,0,-0.2,-0.6,1,1
8535,WHITBREAD,20/06/2000,WHITBREAD,20/06/2000,1,1,1,1,1,1,0.291196581,-0.25,0.466666667,0.777777778,0.230769231,0.230769231
358,ARCADIA GROUP DEAD - DEAD 09/12/02,22/06/2000,ARCADIA GROUP DEAD - DEAD 09/12/02,22/06/2000,0.433464052,0.111111111,0.6,0.6,0.444444444,0.411764706,0.260547504,0.043478261,0.333333333,-0.037037037,0.481481481,0.481481481
3703,GREENE KING,22/06/2000,GREENE KING,22/06/2000,0.736950879,0.272277228,0.936416185,0.817204301,0.834782609,0.824074074,0.651595594,0.586324786,0.865384615,0.340909091,0.74379085,0.721568627
2422,CORUS GROUP DEAD - 05/04/07,26/06/2000,CORUS GROUP DEAD - 05/04/07,26/06/2000,0.23089018,-0.258333334,0.529985475,0.0375,0.430672269,0.414626491,0.09930071,-0.47875,0.294117647,-0.073275862,0.364705883,0.389705883
8755,WPP,26/06/2000,WPP,26/06/2000,0.848971477,0.783783784,0.942028986,0.703703704,0.909090909,0.90625,0.9,1,1,1,0.75,0.75
454,ASSD.BRIT.PORTS HDG. DEAD - 16/08/06,27/06/2000,ASSD.BRIT.PORTS HDG. DEAD - 16/08/06,27/06/2000,0.845456096,0.882352941,1,0.866666667,0.739130435,0.739130435,0.548528139,0.545454546,0.772727273,0.321428572,0.551515152,0.551515152
4508,JJB SPORTS DEAD - 02/11/12,27/06/2000,JJB SPORTS DEAD - 02/11/12,27/06/2000,0.2,0,1,0,0,0,0.17378355,0.454545455,0.12,0.151515152,0.071428571,0.071428571
7793,TOMKINS DEAD - 28/09/10,30/06/2000,TOMKINS DEAD - 28/09/10,30/06/2000,0.52865484,-0.014692982,0.798220808,0.541653633,0.662684941,0.655407801,0.677777778,-0.111111111,0.833333333,0.666666667,1,1
1695,BT GROUP,05/07/2000,BT GROUP,05/07/2000,0.933333333,0.666666667,1,1,1,1,-0.021696833,-0.692307692,0.125,0.058823529,0.2,0.2
2825,DIXONS RETAIL,05/07/2000,DIXONS RETAIL,05/07/2000,0.46699885,0.166148945,0.798272188,0.321058688,0.52562896,0.523885471,0.493162393,0.076923077,0.555555556,0.666666667,0.583333333,0.583333333
7896,TRINITY MIRROR,06/07/2000,TRINITY MIRROR,06/07/2000,1,1,1,1,1,1,1,1,1,1,1,1
443,ASHTEAD GROUP,10/07/2000,ASHTEAD GROUP,10/07/2000,0.6799145,0.171052632,0.893854749,0.68,0.825396826,0.829268293,0.810789474,0.6,0.875,1,0.789473684,0.789473684
5664,PACE,10/07/2000,PACE,10/07/2000,0.687725165,0.2,0.827777778,0.747368421,0.836206897,0.827272728,0.450633484,-0.25,0.538461538,0.2,0.882352941,0.882352941
1223,BP,11/07/2000,BP,11/07/2000,0.635133251,0.538461538,0.696969697,0.45,0.754385965,0.735849057,-0.745165945,-0.857142857,-0.777777778,-0.090909091,-1,-1
2735,DIAGEO,11/07/2000,DIAGEO,11/07/2000,0.715350789,0.395348837,0.872340426,0.783783784,0.775280899,0.75,0.672777778,0.388888889,0.875,0.75,0.675,0.675
6722,SAFEWAY (UK) DEAD - DELIST 08/03/04,11/07/2000,SAFEWAY (UK) DEAD - DELIST 08/03/04,11/07/2000,0.890903665,0.853658537,0.851851852,0.875,0.9375,0.936507937,0.38830303,-0.25,0.818181818,0.333333333,0.52,0.52
7230,SOMERFIELD DEAD - DELIST 21/12/05,12/07/2000,SOMERFIELD DEAD - DELIST 21/12/05,12/07/2000,0.033844425,-0.16926885,0.652380953,-0.226666667,-0.053488372,-0.03373494,-0.138699806,-0.350649351,0.198412699,-0.064935065,-0.27394636,-0.202380952
1224,BP,14/07/2000,BP,14/07/2000,0,0,0,0,0,0,0.27972583,0.212121212,0.321428572,0.198412699,0.333333334,0.333333334
5040,MATALAN DEAD - 22/12/06,14/07/2000,MATALAN DEAD - 22/12/06,14/07/2000,0.948333333,1,1,1,0.875,0.866666667,0.822222222,0.111111111,1,1,1,1
5524,NEW LOOK DEAD - DELIST 07/04/04,17/07/2000,NEW LOOK DEAD - DELIST 07/04/04,17/07/2000,0.561111111,0,0.75,0.555555556,0.75,0.75,0.287080745,-0.142857143,0.3,0.47826087,0.4,0.4
371,ARM HOLDINGS,18/07/2000,ARM HOLDINGS,18/07/2000,0.232291025,-0.269230769,0.684931507,0.223880597,0.26984127,0.25203252,0.402857143,-0.5,0.714285714,0.6,0.6,0.6
4895,MARKS & SPENCER GROUP,19/07/2000,MARKS & SPENCER GROUP,19/07/2000,0.955555556,1,1,0.777777778,1,1,0.305325916,-0.11108654,0.2692182,0.319968158,0.499107143,0.549422617
2021,CAPITA,25/07/2000,CAPITA,25/07/2000,0.800505582,0.302083334,0.963157895,0.893203884,0.923728814,0.920353983,0.793150183,0.773809524,1,0.716666667,0.744505495,0.730769231
3040,EMI GROUP DEAD - 18/09/07,25/07/2000,EMI GROUP DEAD - 18/09/07,25/07/2000,0.278095238,1,0.857142857,0.2,-0.333333333,-0.333333333,-0.049981685,-0.80952381,-0.2,-0.625,0.692307692,0.692307692
4631,KCOM GROUP,25/07/2000,KCOM GROUP,25/07/2000,0.777037267,0.84,0.913043478,0.257142857,0.9375,0.9375,0.201594203,-0.142857143,0.2,0.142857143,0.416666667,0.391304348
1578,BRITISH SKY BCAST.GROUP,26/07/2000,BRITISH SKY BCAST.GROUP,26/07/2000,0.242380512,0.030448718,0.573014876,-0.099573258,0.357263229,0.350748995,0.065637662,-0.424945175,0.253133484,-0.166666667,0.333333333,0.333333333
1941,CADBURY DEAD - 08/03/10,26/07/2000,CADBURY DEAD - 08/03/10,26/07/2000,0.621840116,0.261503965,0.885149314,0.543781095,0.710808876,0.707957332,0.616368267,0.394736842,0.714035088,0.489736071,0.733333334,0.75
6757,SAINSBURY (J),26/07/2000,SAINSBURY (J),26/07/2000,0.266666667,-1,0,1,0.666666667,0.666666667,0.484807935,0.107142857,0.442857143,0.492374728,0.669590643,0.712074304
3857,HANSON DEAD - 30/08/07,27/07/2000,HANSON DEAD - 30/08/07,27/07/2000,0.497846252,0.069068516,0.686396289,0.480030377,0.627065296,0.626670783,0.335962984,-0.142857143,0.538461538,0,0.6,0.684210526
4067,HOWDEN JOINERY GP.,27/07/2000,HOWDEN JOINERY GP.,27/07/2000,0.673306935,0.196969697,0.843373494,0.677419355,0.825242719,0.823529412,0.204761905,-0.333333333,-0.142857143,0.666666667,0.333333333,0.5
4180,IMPERIAL CHM.INDS. DEAD - 03/01/08,27/07/2000,IMPERIAL CHM.INDS. DEAD - 03/01/08,27/07/2000,0.608710743,0.397802198,0.899636364,-0.157793765,0.950967742,0.952941176,0.130193955,-0.290322581,0.404255319,0.037037037,0.25,0.25
5192,MISYS DEAD - 01/06/12,27/07/2000,MISYS DEAD - 01/06/12,27/07/2000,0.478047835,-0.087713192,0.767163842,0.472910053,0.617282268,0.620596206,0.31420399,-0.089605735,0.516942475,0.063973064,0.541666667,0.538043479
7526,TATE & LYLE,27/07/2000,TATE & LYLE,27/07/2000,0.157448107,0.076923077,0.666666667,-0.527777778,0.285714286,0.285714286,-0.082011935,-0.294117647,0.217391304,-0.333333333,0,0
8230,VESUVIUS,27/07/2000,VESUVIUS,27/07/2000,0.531102984,0.102372035,0.794787522,0.500768049,0.629354554,0.628232759,0.965714286,1,1,0.928571429,0.95,0.95
685,BAA DEAD - 15/08/06,28/07/2000,BAA DEAD - 15/08/06,28/07/2000,0.286917378,0.212121212,0.700934579,0.157894737,0.181818182,0.181818182,0.497680672,0.2,0.714285714,0.28,0.647058824,0.647058824
6362,RIO TINTO,28/07/2000,RIO TINTO,28/07/2000,-0.0197151,-0.538461538,0.288888889,0.076923077,0.037037037,0.037037037,0.12,-0.2,0.4,0,0.2,0.2
5706,PEARSON,31/07/2000,PEARSON,31/07/2000,0.507652304,-0.003445306,0.753846154,0.415311653,0.68627451,0.68627451,0.49983683,-0.333333334,0.762820513,0.433333334,0.818181818,0.818181818
6860,SCOTTISH POWER DEAD - EX.INTO 15299K,31/07/2000,SCOTTISH POWER DEAD - EX.INTO 15299K,31/07/2000,0.230424841,0.231016731,0.566873449,0.123354124,0.107223989,0.123655914,0.101443738,-0.361598441,0.027777778,0.32012432,0.265359477,0.255555556
518,ASTRAZENECA,01/08/2000,ASTRAZENECA,01/08/2000,0.71146936,0.519044021,0.729347133,0.545243283,0.882719919,0.880992443,0.683508772,0.4,0.684210526,0.666666667,0.833333333,0.833333333
519,ASTRAZENECA,02/08/2000,ASTRAZENECA,02/08/2000,0.492222222,0.333333333,0.6,0,0.777777778,0.75,0.336339378,-0.029058442,0.55,0.175865801,0.503509358,0.481380172
3000,ELEMENTIS,02/08/2000,ELEMENTIS,02/08/2000,0.693792908,0.489338731,0.652327018,0.66035503,0.824452919,0.842490842,0.755897436,0.666666667,1,0.4,0.866666667,0.846153846
3519,GKN,02/08/2000,GKN,02/08/2000,0.463396694,0.152111872,0.763492064,0.296822177,0.55515873,0.549398625,0.332330363,0.029166667,0.550549451,0.09273183,0.511784512,0.477419355
5875,PHOTO-ME INTL.,03/08/2000,PHOTO-ME INTL.,03/08/2000,-0.072727273,0,0.636363636,-1,0,0,0.282307692,-0.25,0.692307692,0.2,0.384615385,0.384615385
6363,RIO TINTO,03/08/2000,RIO TINTO,03/08/2000,0.337748111,-0.236270754,0.691006668,0.585127764,0.324438439,0.324438439,0.211147894,0.068686869,0.409274821,0.333333333,0.122222222,0.122222222
80,AGGREGATE INDUSTRIES DEAD - T/O BY 14630H,07/08/2000,AGGREGATE INDUSTRIES DEAD - T/O BY 14630H,07/08/2000,0.785364874,0.311594203,0.911504425,0.795454546,0.949367089,0.95890411,0.824727939,0.785714286,0.723076923,0.818181818,0.88,0.916666667
1110,BOC GROUP DEAD - 05/09/06,08/08/2000,BOC GROUP DEAD - 05/09/06,08/08/2000,0.688221438,0.633027523,0.780346821,0.632183908,0.696202532,0.699346405,0.534163484,-0.294117647,0.727272727,0.428571429,0.909090909,0.9
2324,COLT GROUP,08/08/2000,COLT GROUP,08/08/2000,0.08049266,-0.45,0.56202046,-0.271428572,0.281159421,0.280711993,0.372333333,-0.125,0.076923077,0.066666667,0.923076923,0.92
7135,SMITH & NEPHEW,08/08/2000,SMITH & NEPHEW,08/08/2000,0.764836436,0.180412371,0.931034483,0.783333334,0.965116279,0.964285715,0.711862991,0.5,0.555555556,0.789473684,0.857142857,0.857142857
6207,REED ELSEVIER,09/08/2000,REED ELSEVIER,09/08/2000,0.43317909,0.136901795,0.798352011,0.531075028,0.349324839,0.35024178,0.54014558,0.125,0.565217391,0.777777778,0.621621622,0.611111111
4850,LONMIN,15/08/2000,LONMIN,15/08/2000,0,0,0,0,0,0,-0.335844156,-0.636363636,-0.2,-0.5,-0.2,-0.142857143
767,BALFOUR BEATTY,16/08/2000,BALFOUR BEATTY,16/08/2000,0.527720627,0.145161291,0.513957307,0.316151203,0.833333334,0.83,0.709431792,0.30641822,0.862962963,0.377777778,1,1
5319,MORGAN SINDALL GROUP,16/08/2000,MORGAN SINDALL GROUP,16/08/2000,0.69832642,0.189655173,0.887096774,0.684210527,0.867924529,0.862745098,0.358263403,0.076923077,0.866666667,0.375,0.272727273,0.2
8054,UNILEVER (UK),16/08/2000,UNILEVER (UK),16/08/2000,1,1,1,1,1,1,0.203526873,-0.297619048,0.421957672,0.234962406,0.329166667,0.329166667
8408,WEIR GROUP,16/08/2000,WEIR GROUP,16/08/2000,0.625244936,0.203703704,0.841666667,0.631578948,0.724637681,0.724637681,0.459021938,0.207282913,0.560386474,0.631336406,0.454545455,0.441558442
2385,COMPUTACENTER,17/08/2000,COMPUTACENTER,17/08/2000,0.317869825,0.146341463,0.569444444,0.206896552,0.333333333,0.333333333,-0.130706586,-0.578947368,0.142156863,-0.1875,-0.025454546,-0.003787879
5876,PHOTO-ME INTL.,17/08/2000,PHOTO-ME INTL.,17/08/2000,0.590937462,0.046391753,0.843601896,0.507042254,0.780952381,0.776699029,-0.003988365,-0.294117647,0.485714286,0.25,-0.230769231,-0.230769231
1150,BODYCOTE,23/08/2000,BODYCOTE,23/08/2000,0.604806779,0.03968254,0.851485149,0.645161291,0.737704918,0.75,0.336666667,0.25,0.733333333,0.2,0.25,0.25
4752,LADBROKES,24/08/2000,LADBROKES,24/08/2000,0.622860308,0.121212121,0.825870647,0.628571429,0.760869565,0.777777778,0.298042781,0.190635452,0.593103449,0.427272728,0.12962963,0.14957265
6471,ROLLS-ROYCE HOLDINGS,24/08/2000,ROLLS-ROYCE HOLDINGS,24/08/2000,0.711389386,0.289473684,0.817073171,0.734513275,0.860465117,0.855421687,0.238056655,-0.290196079,0.172149123,0.080645162,0.638211383,0.589473684
4286,INFORMA,29/08/2000,INFORMA,29/08/2000,0.625955662,0.078947369,0.810650888,0.547945206,0.848484849,0.84375,0.969230769,1,1,0.846153846,1,1
5813,PERSIMMON,29/08/2000,PERSIMMON,29/08/2000,0.739421342,0.305555556,0.908163266,0.787234043,0.85,0.846153846,0.605481577,0.230769231,0.882352941,0.714285714,0.6,0.6
6267,RENTOKIL INITIAL,30/08/2000,RENTOKIL INITIAL,30/08/2000,0.61313007,-0.044715447,0.851145038,0.712962963,0.777027027,0.769230769,0.388835726,-0.090909091,0.368421053,1,0.333333333,0.333333333
180,AMEC,31/08/2000,AMEC,31/08/2000,0.415195913,-0.0670194,0.724934699,0.246031746,0.586666667,0.585365854,0.869230769,0.846153846,1,1,0.75,0.75
6328,REXAM,31/08/2000,REXAM,31/08/2000,0.411529625,-0.064131245,0.791164037,0.420289855,0.456790123,0.453535354,0.47047619,0.333333333,0.7,0,0.619047619,0.7
